Start,Finish,Steps,Distance,Weight
1/2/2017 0:00,1/3/2017 0:00,25,0.011004484,
1/3/2017 0:00,1/4/2017 0:00,1271,0.554648354,
1/4/2017 0:00,1/5/2017 0:00,762,0.351658813,
1/5/2017 0:00,1/6/2017 0:00,657,0.283196135,
1/6/2017 0:00,1/7/2017 0:00,1297,0.563701732,
1/7/2017 0:00,1/8/2017 0:00,2156,0.959794798,
1/8/2017 0:00,1/9/2017 0:00,815,0.340865595,
1/9/2017 0:00,1/10/2017 0:00,968,0.430330619,
1/10/2017 0:00,1/11/2017 0:00,901,0.385846656,111.2
1/11/2017 0:00,1/12/2017 0:00,2131,0.930762179,
1/12/2017 0:00,1/13/2017 0:00,1548,0.684949893,
1/13/2017 0:00,1/14/2017 0:00,1756,0.764006949,
1/14/2017 0:00,1/15/2017 0:00,853,0.372014933,108.6
1/15/2017 0:00,1/16/2017 0:00,771,0.339184757,
1/16/2017 0:00,1/17/2017 0:00,1401,0.640975453,
1/17/2017 0:00,1/18/2017 0:00,1138,0.50657615,
1/18/2017 0:00,1/19/2017 0:00,744,0.334552464,
1/19/2017 0:00,1/20/2017 0:00,1502,0.668662342,
1/20/2017 0:00,1/21/2017 0:00,926,0.417486877,
1/21/2017 0:00,1/22/2017 0:00,1540,0.703828428,
1/22/2017 0:00,1/23/2017 0:00,2316,1.038972019,108.4
1/23/2017 0:00,1/24/2017 0:00,2096,0.920172717,
1/24/2017 0:00,1/25/2017 0:00,1482,0.677521576,
1/25/2017 0:00,1/26/2017 0:00,3488,1.341757884,
1/26/2017 0:00,1/27/2017 0:00,2582,1.058232423,
1/27/2017 0:00,1/28/2017 0:00,37,0.016224002,
1/28/2017 0:00,1/29/2017 0:00,132,0.057259355,
1/29/2017 0:00,1/30/2017 0:00,162,0.069773771,
1/30/2017 0:00,1/31/2017 0:00,1331,0.502285403,
1/31/2017 0:00,2/1/2017 0:00,69,0.030266991,
2/1/2017 0:00,2/2/2017 0:00,178,0.077031387,
2/2/2017 0:00,2/3/2017 0:00,176,0.076577786,
2/3/2017 0:00,2/4/2017 0:00,139,0.059017836,
2/4/2017 0:00,2/5/2017 0:00,30,0.011395948,
2/5/2017 0:00,2/6/2017 0:00,88,0.038288893,
2/6/2017 0:00,2/7/2017 0:00,47,0.020511463,
2/7/2017 0:00,2/8/2017 0:00,34,0.014453094,
2/8/2017 0:00,2/9/2017 0:00,127,0.056606916,
2/9/2017 0:00,2/10/2017 0:00,1776,0.701428657,
2/10/2017 0:00,2/11/2017 0:00,6740.434066,2.735362793,
2/11/2017 0:00,2/12/2017 0:00,1378.565934,0.594281918,109.4
2/12/2017 0:00,2/13/2017 0:00,2334,1.055254567,
2/13/2017 0:00,2/14/2017 0:00,974,0.437066283,
2/14/2017 0:00,2/15/2017 0:00,690,0.300917641,
2/15/2017 0:00,2/16/2017 0:00,1658,0.6669412,
2/16/2017 0:00,2/17/2017 0:00,550,0.224054024,
2/17/2017 0:00,2/18/2017 0:00,699,0.297997196,
2/18/2017 0:00,2/19/2017 0:00,928,0.398361314,
2/19/2017 0:00,2/20/2017 0:00,1321,0.566574505,
2/20/2017 0:00,2/21/2017 0:00,304,0.124050545,107
2/21/2017 0:00,2/22/2017 0:00,77,0.030093007,
2/22/2017 0:00,2/23/2017 0:00,1551,0.713404611,
2/23/2017 0:00,2/24/2017 0:00,169,0.074322208,
2/24/2017 0:00,2/25/2017 0:00,1026,0.451471953,
2/25/2017 0:00,2/26/2017 0:00,1043.964129,0.475996363,
2/26/2017 0:00,2/27/2017 0:00,399.0358713,0.178434493,
2/27/2017 0:00,2/28/2017 0:00,373,0.172009009,
2/28/2017 0:00,3/1/2017 0:00,63,0.029117454,
3/1/2017 0:00,3/2/2017 0:00,116,0.054425903,
3/2/2017 0:00,3/3/2017 0:00,44,0.018908325,
3/3/2017 0:00,3/4/2017 0:00,616,0.283654466,
3/4/2017 0:00,3/5/2017 0:00,747,0.339665211,
3/5/2017 0:00,3/6/2017 0:00,3014,1.362098056,
3/6/2017 0:00,3/7/2017 0:00,414,0.179470641,
3/7/2017 0:00,3/8/2017 0:00,65,0.025991957,
3/8/2017 0:00,3/9/2017 0:00,893,0.399299731,
3/9/2017 0:00,3/10/2017 0:00,501,0.213074396,
3/10/2017 0:00,3/11/2017 0:00,484,0.2066867,
3/11/2017 0:00,3/12/2017 0:00,1887,0.82401257,
3/12/2017 0:00,3/13/2017 0:00,1016,0.440490038,
3/13/2017 0:00,3/14/2017 0:00,110,0.047118578,
3/14/2017 0:00,3/15/2017 0:00,86,0.037269844,
3/15/2017 0:00,3/16/2017 0:00,683,0.305585108,
3/16/2017 0:00,3/17/2017 0:00,2798,1.250633242,
3/17/2017 0:00,3/18/2017 0:00,182,0.079423666,
3/18/2017 0:00,3/19/2017 0:00,261,0.121105245,
3/19/2017 0:00,3/20/2017 0:00,1512,0.676306587,
3/20/2017 0:00,3/21/2017 0:00,2375,1.037958289,
3/21/2017 0:00,3/22/2017 0:00,601,0.292703324,
3/22/2017 0:00,3/23/2017 0:00,288,0.120701354,
3/23/2017 0:00,3/24/2017 0:00,1141,0.507154491,
3/24/2017 0:00,3/25/2017 0:00,1333,0.623110086,
3/25/2017 0:00,3/26/2017 0:00,390,0.173184974,
3/26/2017 0:00,3/27/2017 0:00,1449,0.635345145,
3/27/2017 0:00,3/28/2017 0:00,150,0.064355414,
3/28/2017 0:00,3/29/2017 0:00,507,0.229364718,
3/29/2017 0:00,3/30/2017 0:00,769,0.340132994,
3/30/2017 0:00,3/31/2017 0:00,462,0.204976121,
3/31/2017 0:00,4/1/2017 0:00,2422,1.01617802,
4/1/2017 0:00,4/2/2017 0:00,966,0.438670118,
4/2/2017 0:00,4/3/2017 0:00,345,0.154249185,
4/3/2017 0:00,4/4/2017 0:00,469,0.205102203,
4/4/2017 0:00,4/5/2017 0:00,2062,0.929094582,
4/5/2017 0:00,4/6/2017 0:00,1483,0.658864874,
4/6/2017 0:00,4/7/2017 0:00,602,0.271504674,107.6
4/7/2017 0:00,4/8/2017 0:00,245,0.106614869,
4/8/2017 0:00,4/9/2017 0:00,1693,0.74924317,
4/9/2017 0:00,4/10/2017 0:00,2614,1.161304791,
4/10/2017 0:00,4/11/2017 0:00,528,0.233523721,
4/11/2017 0:00,4/12/2017 0:00,80,0.036486916,
4/12/2017 0:00,4/13/2017 0:00,2169,1.003180707,
4/13/2017 0:00,4/14/2017 0:00,244,0.11056679,
4/14/2017 0:00,4/15/2017 0:00,808,0.351071859,
4/15/2017 0:00,4/16/2017 0:00,2006,0.918786201,
4/16/2017 0:00,4/17/2017 0:00,97,0.038077627,
4/17/2017 0:00,4/18/2017 0:00,1810,0.827538151,
4/18/2017 0:00,4/19/2017 0:00,115,0.050610684,
4/19/2017 0:00,4/20/2017 0:00,3615,1.573453465,
4/20/2017 0:00,4/21/2017 0:00,1589,0.70892785,
4/21/2017 0:00,4/22/2017 0:00,657,0.277030792,
4/22/2017 0:00,4/23/2017 0:00,3257,1.454521247,
4/23/2017 0:00,4/24/2017 0:00,2296,1.059781838,
4/24/2017 0:00,4/25/2017 0:00,265,0.123596944,
4/25/2017 0:00,4/26/2017 0:00,973,0.43340023,
4/26/2017 0:00,4/27/2017 0:00,1462,0.655615368,
4/27/2017 0:00,4/28/2017 0:00,213,0.091385061,
4/28/2017 0:00,4/29/2017 0:00,162,0.071053796,
4/29/2017 0:00,4/30/2017 0:00,1063,0.494033487,
4/30/2017 0:00,5/1/2017 0:00,974,0.38811359,
5/1/2017 0:00,5/2/2017 0:00,1122,0.43047505,
5/2/2017 0:00,5/3/2017 0:00,1276,0.603381607,107.6
5/3/2017 0:00,5/4/2017 0:00,767,0.349336556,
5/4/2017 0:00,5/5/2017 0:00,1060,0.488937029,
5/5/2017 0:00,5/6/2017 0:00,496,0.223043034,
5/6/2017 0:00,5/7/2017 0:00,1094,0.478507013,
5/7/2017 0:00,5/8/2017 0:00,1796,0.774896895,
5/8/2017 0:00,5/9/2017 0:00,165,0.071936143,
5/9/2017 0:00,5/10/2017 0:00,1567,0.712944567,
5/10/2017 0:00,5/11/2017 0:00,3265,1.412206175,
5/11/2017 0:00,5/12/2017 0:00,244,0.104254162,
5/12/2017 0:00,5/13/2017 0:00,1778,0.778566187,
5/13/2017 0:00,5/14/2017 0:00,1545,0.632394317,
5/14/2017 0:00,5/15/2017 0:00,570,0.268220534,107.4
5/15/2017 0:00,5/16/2017 0:00,494,0.222242428,
5/16/2017 0:00,5/17/2017 0:00,1190,0.554542326,
5/17/2017 0:00,5/18/2017 0:00,982,0.460047851,
5/18/2017 0:00,5/19/2017 0:00,828,0.374459968,
5/19/2017 0:00,5/20/2017 0:00,810,0.352967602,
5/20/2017 0:00,5/21/2017 0:00,1053,0.440865555,
5/21/2017 0:00,5/22/2017 0:00,1282,0.515028296,
5/22/2017 0:00,5/23/2017 0:00,2728,1.20541816,
5/23/2017 0:00,5/24/2017 0:00,506,0.220949101,
5/24/2017 0:00,5/25/2017 0:00,250,0.10860071,
5/25/2017 0:00,5/26/2017 0:00,183,0.080908743,
5/26/2017 0:00,5/27/2017 0:00,2156,0.931899774,
5/27/2017 0:00,5/28/2017 0:00,1512,0.680637577,
5/28/2017 0:00,5/29/2017 0:00,768,0.342963901,
5/29/2017 0:00,5/30/2017 0:00,2782,1.133138953,
5/30/2017 0:00,5/31/2017 0:00,1003,0.441154905,
5/31/2017 0:00,6/1/2017 0:00,101,0.048864631,
6/1/2017 0:00,6/2/2017 0:00,190,0.090788545,
6/2/2017 0:00,6/3/2017 0:00,1207.126336,0.524910659,
6/3/2017 0:00,6/4/2017 0:00,1698.873664,0.626948201,
6/4/2017 0:00,6/5/2017 0:00,319,0.13967803,
6/5/2017 0:00,6/6/2017 0:00,257,0.117420514,
6/6/2017 0:00,6/7/2017 0:00,3324,1.230466283,
6/7/2017 0:00,6/8/2017 0:00,205.2374961,0.092050455,
6/8/2017 0:00,6/9/2017 0:00,233.7625039,0.099516384,
6/9/2017 0:00,6/10/2017 0:00,1098.742208,0.436458764,
6/10/2017 0:00,6/11/2017 0:00,1350.257792,0.606396644,
6/11/2017 0:00,6/12/2017 0:00,740,0.331296479,
6/12/2017 0:00,6/13/2017 0:00,219,0.097946741,
6/13/2017 0:00,6/14/2017 0:00,608,0.269478434,
6/14/2017 0:00,6/15/2017 0:00,733,0.332284459,
6/15/2017 0:00,6/16/2017 0:00,585,0.262560397,
6/16/2017 0:00,6/17/2017 0:00,239,0.105154647,
6/17/2017 0:00,6/18/2017 0:00,3967.13384,1.778010662,
6/18/2017 0:00,6/19/2017 0:00,1309.86616,0.59947134,
6/19/2017 0:00,6/20/2017 0:00,112,0.044633093,
6/20/2017 0:00,6/21/2017 0:00,141,0.063286656,
6/21/2017 0:00,6/22/2017 0:00,1720,0.779234292,
6/22/2017 0:00,6/23/2017 0:00,2683,1.184606514,
6/23/2017 0:00,6/24/2017 0:00,889,0.404027977,
6/24/2017 0:00,6/25/2017 0:00,1824,0.821410011,
6/25/2017 0:00,6/26/2017 0:00,1200,0.482886195,
6/26/2017 0:00,6/27/2017 0:00,371,0.174387825,
6/27/2017 0:00,6/28/2017 0:00,342,0.153938499,
6/28/2017 0:00,6/29/2017 0:00,1095,0.455225884,
6/29/2017 0:00,6/30/2017 0:00,530,0.257704161,
6/30/2017 0:00,7/1/2017 0:00,1420,0.621849238,
7/1/2017 0:00,7/2/2017 0:00,2482,0.972905731,
7/2/2017 0:00,7/3/2017 0:00,178,0.080374364,
7/3/2017 0:00,7/4/2017 0:00,2831,1.209846994,
7/4/2017 0:00,7/5/2017 0:00,1247,0.587573109,
7/5/2017 0:00,7/6/2017 0:00,1347,0.573910861,
7/6/2017 0:00,7/7/2017 0:00,475,0.211036298,
7/7/2017 0:00,7/8/2017 0:00,1012,0.417076772,
7/8/2017 0:00,7/9/2017 0:00,1570,0.683899775,
7/9/2017 0:00,7/10/2017 0:00,1079,0.456421243,
7/10/2017 0:00,7/11/2017 0:00,492,0.22742807,
7/11/2017 0:00,7/12/2017 0:00,241,0.10706847,
7/12/2017 0:00,7/13/2017 0:00,1483,0.577670156,
7/13/2017 0:00,7/14/2017 0:00,1640,0.72322329,
7/14/2017 0:00,7/15/2017 0:00,228,0.096716426,
7/15/2017 0:00,7/16/2017 0:00,1713,0.721150978,
7/16/2017 0:00,7/17/2017 0:00,606,0.279882819,
7/17/2017 0:00,7/18/2017 0:00,1043,0.470366016,
7/18/2017 0:00,7/19/2017 0:00,348,0.158629852,
7/19/2017 0:00,7/20/2017 0:00,737,0.344761592,
7/20/2017 0:00,7/21/2017 0:00,2218,1.002781257,
7/21/2017 0:00,7/22/2017 0:00,798,0.348197775,
7/22/2017 0:00,7/23/2017 0:00,4153,1.627541795,
7/23/2017 0:00,7/24/2017 0:00,2017,0.77118737,
7/24/2017 0:00,7/25/2017 0:00,272,0.123820637,
7/25/2017 0:00,7/26/2017 0:00,1959,0.770506492,
7/26/2017 0:00,7/27/2017 0:00,399,0.180794162,
7/27/2017 0:00,7/28/2017 0:00,738,0.338313621,
7/28/2017 0:00,7/29/2017 0:00,1033,0.437288747,
7/29/2017 0:00,7/30/2017 0:00,4470,1.950753359,
7/30/2017 0:00,7/31/2017 0:00,1625,0.713818798,
7/31/2017 0:00,8/1/2017 0:00,1857,0.825963884,
8/1/2017 0:00,8/2/2017 0:00,3913,1.821443655,106.2
8/2/2017 0:00,8/3/2017 0:00,1562,0.631269635,
8/3/2017 0:00,8/4/2017 0:00,1008,0.374879454,
8/4/2017 0:00,8/5/2017 0:00,229,0.1005565,
8/5/2017 0:00,8/6/2017 0:00,2678,1.182885698,
8/6/2017 0:00,8/7/2017 0:00,794,0.358792154,
8/7/2017 0:00,8/8/2017 0:00,1517,0.679463185,
8/8/2017 0:00,8/9/2017 0:00,184,0.079989114,
8/9/2017 0:00,8/10/2017 0:00,690,0.306913873,
8/10/2017 0:00,8/11/2017 0:00,1170,0.518136582,
8/11/2017 0:00,8/12/2017 0:00,1808,0.662189066,
8/12/2017 0:00,8/13/2017 0:00,1018,0.441558797,
8/13/2017 0:00,8/14/2017 0:00,740,0.326431142,
8/14/2017 0:00,8/15/2017 0:00,175,0.069848336,
8/15/2017 0:00,8/16/2017 0:00,607,0.250804054,
8/16/2017 0:00,8/17/2017 0:00,594,0.27245884,
8/17/2017 0:00,8/18/2017 0:00,1239,0.544072616,
8/18/2017 0:00,8/19/2017 0:00,2787.377298,1.224035451,
8/19/2017 0:00,8/20/2017 0:00,2448.622702,0.997173937,
8/20/2017 0:00,8/21/2017 0:00,344,0.14848286,
8/21/2017 0:00,8/22/2017 0:00,7078,3.287635569,
8/22/2017 0:00,8/23/2017 0:00,1151,0.446685109,
8/23/2017 0:00,8/24/2017 0:00,3647,1.705221318,
8/24/2017 0:00,8/25/2017 0:00,543,0.245311133,
8/25/2017 0:00,8/26/2017 0:00,261,0.109659588,
8/26/2017 0:00,8/27/2017 0:00,1677.775198,0.743786038,
8/27/2017 0:00,8/28/2017 0:00,2427.224802,1.0096525,
8/28/2017 0:00,8/29/2017 0:00,1318,0.567641225,
8/29/2017 0:00,8/30/2017 0:00,710,0.322423298,104.2
8/30/2017 0:00,8/31/2017 0:00,4211,1.860439573,
8/31/2017 0:00,9/1/2017 0:00,1095,0.508896793,
9/1/2017 0:00,9/2/2017 0:00,208,0.100084258,
9/2/2017 0:00,9/3/2017 0:00,1934,0.811100672,
9/3/2017 0:00,9/4/2017 0:00,578,0.266412899,
9/4/2017 0:00,9/5/2017 0:00,1430,0.537088404,
9/5/2017 0:00,9/6/2017 0:00,4706,2.124480844,
9/6/2017 0:00,9/7/2017 0:00,5466,2.533810002,
9/7/2017 0:00,9/8/2017 0:00,252,0.115419699,103.8
9/8/2017 0:00,9/9/2017 0:00,735,0.345345681,
9/9/2017 0:00,9/10/2017 0:00,1550,0.610180297,
9/10/2017 0:00,9/11/2017 0:00,189,0.088358984,
9/11/2017 0:00,9/12/2017 0:00,729,0.333216516,
9/12/2017 0:00,9/13/2017 0:00,2202,1.039939255,
9/13/2017 0:00,9/14/2017 0:00,5754,2.682931773,
9/14/2017 0:00,9/15/2017 0:00,1015,0.474733805,
9/15/2017 0:00,9/16/2017 0:00,1305,0.592651416,
9/16/2017 0:00,9/17/2017 0:00,1586,0.616592848,
9/17/2017 0:00,9/18/2017 0:00,481.1608358,0.222640903,
9/18/2017 0:00,9/19/2017 0:00,1860.839164,0.864919464,
9/19/2017 0:00,9/20/2017 0:00,3550,1.721925207,
9/20/2017 0:00,9/21/2017 0:00,6638,3.059619323,
9/21/2017 0:00,9/22/2017 0:00,2050,0.895078989,
9/22/2017 0:00,9/23/2017 0:00,777,0.33165066,
9/23/2017 0:00,9/24/2017 0:00,1417,0.614206782,
9/24/2017 0:00,9/25/2017 0:00,118,0.047249065,
9/25/2017 0:00,9/26/2017 0:00,801,0.356996391,
9/26/2017 0:00,9/27/2017 0:00,2173,1.017103863,
9/27/2017 0:00,9/28/2017 0:00,6182,2.892342924,
9/28/2017 0:00,9/29/2017 0:00,97,0.043663754,
9/29/2017 0:00,9/30/2017 0:00,167,0.07368841,
9/30/2017 0:00,10/1/2017 0:00,28,0.012781605,
10/1/2017 0:00,10/2/2017 0:00,188,0.086115834,
10/2/2017 0:00,10/3/2017 0:00,842,0.373798268,
10/3/2017 0:00,10/4/2017 0:00,2319,1.094327875,
10/4/2017 0:00,10/5/2017 0:00,6909,3.244719588,
10/5/2017 0:00,10/6/2017 0:00,155,0.067928299,
10/6/2017 0:00,10/7/2017 0:00,526.2682139,0.228619239,
10/7/2017 0:00,10/8/2017 0:00,2014.731786,0.846800311,
10/8/2017 0:00,10/9/2017 0:00,172,0.075210769,
10/9/2017 0:00,10/10/2017 0:00,265,0.110019983,
10/10/2017 0:00,10/11/2017 0:00,1132,0.5245623,
10/11/2017 0:00,10/12/2017 0:00,5715.954712,2.706109223,
10/12/2017 0:00,10/13/2017 0:00,953.0452877,0.429982253,
10/13/2017 0:00,10/14/2017 0:00,277,0.117606926,
10/14/2017 0:00,10/15/2017 0:00,1079,0.492660363,
10/15/2017 0:00,10/16/2017 0:00,1119,0.436084516,
10/16/2017 0:00,10/17/2017 0:00,838,0.389438181,
10/17/2017 0:00,10/18/2017 0:00,1802.983196,0.854501833,
10/18/2017 0:00,10/19/2017 0:00,6828.016804,3.231336451,
10/19/2017 0:00,10/20/2017 0:00,1112,0.46377903,
10/20/2017 0:00,10/21/2017 0:00,5288,2.349211853,
10/21/2017 0:00,10/22/2017 0:00,1580,0.716111658,
10/22/2017 0:00,10/23/2017 0:00,560,0.244372862,
10/23/2017 0:00,10/24/2017 0:00,207,0.092074783,
10/24/2017 0:00,10/25/2017 0:00,2348,1.064377784,
10/25/2017 0:00,10/26/2017 0:00,7518,3.442440325,
10/26/2017 0:00,10/27/2017 0:00,1271,0.573699594,
10/27/2017 0:00,10/28/2017 0:00,63,0.02735276,
10/28/2017 0:00,10/29/2017 0:00,236,0.108081305,
10/29/2017 0:00,10/30/2017 0:00,1124,0.47624995,
10/30/2017 0:00,10/31/2017 0:00,790,0.346538714,
10/31/2017 0:00,11/1/2017 0:00,2425,1.092364342,
11/1/2017 0:00,11/2/2017 0:00,5982,2.486499129,
11/2/2017 0:00,11/3/2017 0:00,281,0.121676907,
11/3/2017 0:00,11/4/2017 0:00,85,0.036604977,
11/4/2017 0:00,11/5/2017 0:00,237,0.102408186,
11/5/2017 0:00,11/6/2017 0:00,1628,0.693649089,
11/6/2017 0:00,11/7/2017 0:00,6236,2.716833976,
11/7/2017 0:00,11/8/2017 0:00,2389,0.947684274,
11/8/2017 0:00,11/9/2017 0:00,7390,3.301568165,
11/9/2017 0:00,11/10/2017 0:00,107,0.045807484,
11/10/2017 0:00,11/11/2017 0:00,144,0.060409707,
11/11/2017 0:00,11/12/2017 0:00,383,0.157517597,
11/12/2017 0:00,11/13/2017 0:00,127,0.052418874,
11/13/2017 0:00,11/14/2017 0:00,796,0.320478406,
11/14/2017 0:00,11/15/2017 0:00,1808,0.844505587,
11/15/2017 0:00,11/16/2017 0:00,6182,2.806740269,
11/16/2017 0:00,11/17/2017 0:00,2566,1.159590492,
11/17/2017 0:00,11/18/2017 0:00,1573,0.691915464,
11/18/2017 0:00,11/19/2017 0:00,3516,1.610283445,
11/19/2017 0:00,11/20/2017 0:00,589,0.251760966,
11/20/2017 0:00,11/21/2017 0:00,642,0.271825042,
11/21/2017 0:00,11/22/2017 0:00,2736,1.248378221,
11/22/2017 0:00,11/23/2017 0:00,135,0.058446174,
11/23/2017 0:00,11/24/2017 0:00,152,0.066318947,
11/24/2017 0:00,11/25/2017 0:00,957,0.409769446,
11/25/2017 0:00,11/26/2017 0:00,136,0.056290016,
11/26/2017 0:00,11/27/2017 0:00,184,0.077727322,
11/27/2017 0:00,11/28/2017 0:00,953,0.433306987,
11/28/2017 0:00,11/29/2017 0:00,2134,1.00911303,
11/29/2017 0:00,11/30/2017 0:00,4721,2.14185437,
11/30/2017 0:00,12/1/2017 0:00,2780,1.166810825,
12/1/2017 0:00,12/2/2017 0:00,2514,1.155010986,
12/2/2017 0:00,12/3/2017 0:00,539,0.252077865,
12/3/2017 0:00,12/4/2017 0:00,111,0.046596626,
12/4/2017 0:00,12/5/2017 0:00,357,0.16025163,
12/5/2017 0:00,12/6/2017 0:00,2309,0.995635489,
12/6/2017 0:00,12/7/2017 0:00,5049,2.231679492,
12/7/2017 0:00,12/8/2017 0:00,244,0.107727124,
12/8/2017 0:00,12/9/2017 0:00,515,0.237736618,
12/9/2017 0:00,12/10/2017 0:00,157,0.068201702,
12/10/2017 0:00,12/11/2017 0:00,246,0.107913535,
12/11/2017 0:00,12/12/2017 0:00,90,0.039326583,
12/12/2017 0:00,12/13/2017 0:00,2068,0.894383053,
12/13/2017 0:00,12/14/2017 0:00,2551,1.086429672,
12/14/2017 0:00,12/15/2017 0:00,268,0.113226259,
12/15/2017 0:00,12/16/2017 0:00,362,0.162824107,
12/16/2017 0:00,12/17/2017 0:00,281,0.123224121,
12/17/2017 0:00,12/18/2017 0:00,2873,1.209318828,
12/18/2017 0:00,12/19/2017 0:00,238,0.101674968,
12/19/2017 0:00,12/20/2017 0:00,267,0.116401465,
12/20/2017 0:00,12/21/2017 0:00,365,0.162469926,
12/21/2017 0:00,12/22/2017 0:00,148,0.067257218,
12/22/2017 0:00,12/23/2017 0:00,1830,0.824658991,
12/23/2017 0:00,12/24/2017 0:00,528.2412656,0.22131139,
12/24/2017 0:00,12/25/2017 0:00,118.7587344,0.052185141,
12/25/2017 0:00,12/26/2017 0:00,462,0.203157311,
12/26/2017 0:00,12/27/2017 0:00,160,0.068972202,
12/27/2017 0:00,12/28/2017 0:00,739,0.324685089,
12/28/2017 0:00,12/29/2017 0:00,906,0.397578144,
12/29/2017 0:00,12/30/2017 0:00,1655,0.762223614,
12/30/2017 0:00,12/31/2017 0:00,1244,0.539623598,
12/31/2017 0:00,1/1/2018 0:00,1325,0.588923189,
1/1/2018 0:00,1/2/2018 0:00,517,0.223600424,
1/2/2018 0:00,1/3/2018 0:00,2011,0.908736728,
1/3/2018 0:00,1/4/2018 0:00,159,0.070463493,
1/4/2018 0:00,1/5/2018 0:00,427,0.189263451,103.4
1/5/2018 0:00,1/6/2018 0:00,180,0.083953462,
1/6/2018 0:00,1/7/2018 0:00,2487,1.084149815,
1/7/2018 0:00,1/8/2018 0:00,528,0.247019904,
1/8/2018 0:00,1/9/2018 0:00,2741.077072,1.133233888,
1/9/2018 0:00,1/10/2018 0:00,97.92292779,0.040809697,
1/10/2018 0:00,1/11/2018 0:00,2161,0.988415155,
1/11/2018 0:00,1/12/2018 0:00,2634,1.124302822,
1/12/2018 0:00,1/13/2018 0:00,237,0.10530999,
1/13/2018 0:00,1/14/2018 0:00,291,0.12872947,
1/14/2018 0:00,1/15/2018 0:00,1436,0.632524805,
1/15/2018 0:00,1/16/2018 0:00,186.4825184,0.077667156,
1/16/2018 0:00,1/17/2018 0:00,241.5174816,0.114591305,
1/17/2018 0:00,1/18/2018 0:00,236,0.103657142,
1/18/2018 0:00,1/19/2018 0:00,4163,1.757803179,
1/19/2018 0:00,1/20/2018 0:00,399,0.174345834,
1/20/2018 0:00,1/21/2018 0:00,1336.502289,0.606960891,
1/21/2018 0:00,1/22/2018 0:00,396.497711,0.148017535,
1/22/2018 0:00,1/23/2018 0:00,1151,0.478418536,
1/23/2018 0:00,1/24/2018 0:00,554,0.238625179,
1/24/2018 0:00,1/25/2018 0:00,237.1915706,0.110602005,
1/25/2018 0:00,1/26/2018 0:00,4431.808429,1.924090391,
1/26/2018 0:00,1/27/2018 0:00,1825,0.824429084,
1/27/2018 0:00,1/28/2018 0:00,2285,0.906033763,
1/28/2018 0:00,1/29/2018 0:00,1271,0.557935407,
1/29/2018 0:00,1/30/2018 0:00,1083,0.474851865,
1/30/2018 0:00,1/31/2018 0:00,87,0.039028325,
1/31/2018 0:00,2/1/2018 0:00,105,0.04387502,
2/1/2018 0:00,2/2/2018 0:00,1920,0.826274557,
2/2/2018 0:00,2/3/2018 0:00,855,0.355138491,
2/3/2018 0:00,2/4/2018 0:00,3635,1.48136135,
2/4/2018 0:00,2/5/2018 0:00,1987.339356,0.817254829,
2/5/2018 0:00,2/6/2018 0:00,1008.660644,0.435460563,
2/6/2018 0:00,2/7/2018 0:00,127,0.049113179,
2/7/2018 0:00,2/8/2018 0:00,335,0.14776207,
2/8/2018 0:00,2/9/2018 0:00,3465,1.431993408,
2/9/2018 0:00,2/10/2018 0:00,3003,1.267326328,
2/10/2018 0:00,2/11/2018 0:00,181,0.080448928,
2/11/2018 0:00,2/12/2018 0:00,1529,0.688970164,
2/12/2018 0:00,2/13/2018 0:00,926,0.399336624,
2/13/2018 0:00,2/14/2018 0:00,176,0.080734759,
2/14/2018 0:00,2/15/2018 0:00,255,0.110840193,
2/15/2018 0:00,2/16/2018 0:00,4959,2.412864274,
2/16/2018 0:00,2/17/2018 0:00,5371,2.252855118,
2/17/2018 0:00,2/18/2018 0:00,197,0.088439762,
2/18/2018 0:00,2/19/2018 0:00,2407,1.091365694,
2/19/2018 0:00,2/20/2018 0:00,1011,0.432405999,
2/20/2018 0:00,2/21/2018 0:00,474.4353933,0.214782144,
2/21/2018 0:00,2/22/2018 0:00,1711.564607,0.73027373,
2/22/2018 0:00,2/23/2018 0:00,5264,2.250040384,
2/23/2018 0:00,2/24/2018 0:00,3224,1.329422137,
2/24/2018 0:00,2/25/2018 0:00,201,0.087184592,
2/25/2018 0:00,2/26/2018 0:00,1910,0.867166995,
2/26/2018 0:00,2/27/2018 0:00,3674.117987,1.602293536,
2/27/2018 0:00,2/28/2018 0:00,231.8820127,0.107266384,
2/28/2018 0:00,3/1/2018 0:00,217,0.094268224,
3/1/2018 0:00,3/2/2018 0:00,5243,2.293963634,
3/2/2018 0:00,3/3/2018 0:00,478,0.207370208,
3/3/2018 0:00,3/4/2018 0:00,1521,0.693170634,
3/4/2018 0:00,3/5/2018 0:00,1611,0.671621481,
3/5/2018 0:00,3/6/2018 0:00,859,0.384541776,
3/6/2018 0:00,3/7/2018 0:00,331,0.155100463,
3/7/2018 0:00,3/8/2018 0:00,247,0.106366321,
3/8/2018 0:00,3/9/2018 0:00,335,0.146165146,
3/9/2018 0:00,3/10/2018 0:00,370.2901206,0.177030569,
3/10/2018 0:00,3/11/2018 0:00,1274.709879,0.55552257,
3/11/2018 0:00,3/12/2018 0:00,186,0.079591436,
3/12/2018 0:00,3/13/2018 0:00,2226.778573,0.951576983,
3/13/2018 0:00,3/14/2018 0:00,211.2214271,0.090667558,
3/14/2018 0:00,3/15/2018 0:00,81,0.034038714,
3/15/2018 0:00,3/16/2018 0:00,4082,1.865159161,
